	lang	sentiment	text
21	est	-1	Tallinnas on nüüd Solaris see mängumaja, päris tülgastav!
22	est	-1	On äärmiselt kahju, et kõik, mis linnaosavanemal eilses Mari-Liis Lille kõnes välja toodud supiköökide juhtumi kohta öelda on, on rünnata sõnumitoojat, kommenteerib Eesti Päevalehe ajakirjanik Kadri Ibrus Karin Tammemägi artiklit.
23	est	-1	Olge,kes Te olete, ärge pasundage ajakirjanduses Eesti rahvale oma eraelu.Eraelu olgu puutumatu ja kuulugu ainult kahele.
24	est	-1	Fotograaf Edijs Pālens on igasuguseid õudusi pildistanud ja tegi seda ka Maxima juures ning ilma eriliste emotsioonideta. Juhtunu hakkas teda sügavalt puudutama siis, kui ta seisis seal koos lähedase kaotanud inimestega ja ootas, millal järgmine plokk üles tõstetakse ja järjekordne ohver välja tassitakse.
25	est	-1	Sellised laused tulevad siia ikka vihavaenu õhutamise mõttes. Kasutatakse ära igat võimalust, et ära panna. Ei tohi unustada, et meie suurem osa meediast on IRL-i võimu all ja nende ainukene viis hääli saada kergeusklikelt ja vihavaenust kobrutavatelt inimetelt on vihavaenu õhutamine isegi sellisel kujul, töötulemusi ju ette näidata pole.
26	est	-1	Kagu-Albaanias Drenovas asuvast vanglast põgenes eile seitse eluks ajaks kinnimõistetud vangi, kes politseinike hoiatuse järgi on väga ohtlikud.
27	est	-1	Venemaal kukkus alla ründelennuk SU-25
28	est	-1	Sotside poolt täiesti naeruväärne. Algatasid ise eelnõu et tõsta lastetoetused 57 euroni, nüüd kui nad on ise valitsuses siis võtavad eelnõu tagasi ja määravad lastetoetusteks palju väiksema summa, ehk 45 eurot.
29	est	-1	Sind on ringist välja jäetud. Sulle tundub, et töökaaslased on sind suhtlusringist välja jätnud? Näib, et kõik on kursis firmasiseste uusimate kuulujuttude ja tulevaste projektidega, kuid sina ei tea neist midagi. Või on sind koguni välja jäetud e-kirja listist ning sa saad alles tagantjärgi juhuslikult teada, et seal on arutatud teemasid, mis puudutavad sind ja sinu tööd.
30	est	-1	Langenud leiavad lähiajal viimase puhkepaiga Osula kalmistul, oma võitluskaaslaste kõrval, vahendab ERR Uudised.
31	est	-1	Pole vaja igasugu krantse siia vedada eestis ei anna sellisele keegi tööd
32	est	-1	Publikatsioonide puudumine kõneleb ka sellest, et juhendaja teadustöö ei ole rahvusvaheliselt huvipakkuval tasemel, mis omakorda toob kaasa väheolulise teema püstitamise doktorandile, mis omakorda toob hiljem kaasa keerukuse avaldamisel. Mida vähem uudne on teema, mida vähem uut ja ainukordset on doktorandil öelda, seda suurem on plagieerimise oht.
33	est	-1	Lugu pole veel kaugeltki lõppenud ja poliitikute ähvardusi poliitilise korruptsiooni paremat kontrollimist üritajate aadressil ei maksaks alahinnata. Nii sai vastandujatest korraga üks löögirusikas nagu ka siis, kui riigikogulaste soodustuste või suurparteide eelisfinantseerimise kallale tulla julgeti. Keskerakonna ja Reformierakonna sisemise käitumisjoonise sarnasus on ehmatav.
34	est	-1	Enesetapu tegi kunagi bussi saatest pärit neiu, Nele äkki oli nimi?
35	est	-1	miks see jooga siis midagi sisse ei too? tasuta annab tunde või?
36	est	-1	mind häirivad mittejoodikud elroni rongides!
37	est	-1	Meilikonto üle võtnud kurikaelad saadavad ärimehe nimel petukirju
38	est	-1	Juhtivate Euroopa keeletehnoloogiade läbi viidud uuringus keskenduti 80st Euroopas kõneldavast keelest 30-le ning leiti, et 21 neist ähvardab digitaalne hääbumine, kuna nende digitaalne tugi on olematu või kehv, mistõttu ei suuda need digiajastul ellu jääda.
39	est	-1	Mujal maailmas on politseipatrullid tänavatel. Nad on enamasti jalgsi, aga ka rataste või hobustega. Neid on näha! Juba sellest piisab, et pätid, vabandust, lapsed, paremini käituma hakkaksid. Meie politsei end näidata ei taha. 
40	est	-1	Ons põhjuseks ka Eesti väiksus, talentide puudus?
41	est	-1	Narvas 95% venelasi, Ida-Virumaal 60%, Tallinnas võibolla ka juba 60%.
42	est	-1	Sest täpsustagem kohe: eestlast ei huvita eeskätt see, mida elevant arvab temast kui indiviidist, vaid kui ühe grupi esindajast, s.o rahvuskehandist, kes elab Kodu-Eestis või esindab seda. Juba sellega erineb ta põhimõtteliselt ameeriklasest, sakslasest jt, kes reeglina ei mõtle puuri ees endast kui rahvuse esindajast.
43	est	-1	Põhja ringkonnaprokuratuuri pressinõunik Arno Põder ütles Postimehele, et meeste suhtes algatati kriminaalmenetlus karistusseadustiku ähvardamist käsitleva paragrahvi alusel. Süüdimõistmisel võib neid oodata rahatrahv või kuni aastane vangistus.
44	est	-1	Major Cleberson Braida Bastianello rääkis pressikonverentsil, et õnnetuses hukkus vähemalt 245 inimest, lisaks sai viga 48 inimest.
45	est	-1	Saksa loomaaias tappis tiiger talitaja
46	est	-1	Paraku on Rail Baltic läinud iseenese harrastustarkuse teed. Ise otsustatakse, ise tehakse. Kujutage ette perearsti, kes avastab oma patsiendil võimaliku pimesoolepõletiku. Selle asemel et ta kirurgi juurde saata, asutakse koos hambaarstist naabrimehega pimesoolt välja lõikama. Raamatupidaja võetakse ka appi.
47	est	-1	Kel avas silmad, kes vaatab ammu välismaalt...
48	est	-1	Mick leidis ekskallima veidi enne seda, kui olnuks juba hilja. Skandaali vältimiseks lasi Jaggeri mänedžment neiu erakaubikuga haiglasse toimetada ja valenime all sisse smugeldada.
49	est	-1	Indialased ei viitsi oma kodumaalgi tänavaid pühkida, liiga palju oleks loota, et veel kusagil Eestis. Eriti veel, kui naine kodus, kes elamise pea kohale ja leiva lauale annab.
50	est	-1	Eile kella 21.57 ajal toimus liiklusõnnetus Tartus Ilmatsalu ja Betooni tänavate ristmikul. Sõiduauto Volkswagen tegi ootamatult vasakpöörde ja sõitis ette vastuliikunud mopeedile Feiling.
51	est	-1	Minuarust on ikka need halvustavate kommenraaride panijad ühed veidralt kibestunud inimesed! Haige...
52	est	-1	Kas sa kohe üldse ei loe enne kommenteerimist? Juttu polnud purjust olemisest, vaid rongis alkoholi tarvitamisest.
53	est	-1	Mul on kahju, et eestlased on nii kitsarinnalised, et hindavad inimesi ainult nende rassi järgi. Tegelikult olete te siin sappi pritsinud inimese kohta, kellest te midagi ei tea ja keda te ei tunne. Pole ka ime, et Eesti naised endale välismaiseid mehi otsivad, kui Eesti mehed sellised sapised lontud on. Eesti mees peaks kõigepealt peeglisse vaatama ja veenduma, et ta üldse mehe nime väärib ja siis teisi kommenteerima hakkama.
54	est	-1	Mõne silmis olen paadunud rahvuslane. Moodsamad mehed ütlevad: «Ei no mis! Haridus peab olema kvaliteetne – peab kutsuma siia ükskõik kelle, kes räägib inglise keeles, hea oleks, kui lapsed läheksid kõik inglise keele peale üle!» Kui niisugust juttu räägivad targad, haritud inimesed, siis kas see ei ole reetmine …
55	est	-1	Meest kahtlustatakse tänavu 1. augustil Tallinnas Kopli tänaval toime pandud röövimises, teatas Põhja prefektuuri pressiesindaja.
56	est	-1	miks langevad naised nii madalale,et alasti kisuvad, kui palju makstakse selle eest….
57	est	-1	Eestis on tänavu üheksa kuuga uppunud 48 inimest, mida on kümne võrra enam kui mullu samal ajal.
58	est	-1	Neljandaks pannakse kohalikele omavalitsustele ja koolidirektoritele õigusaktidega kohustused, mille täitmiseks ei eraldata piisavalt raha. Nii on see praeguseks juhtunud näiteks riigi lubatud tasuta koolitoiduga põhikooliõpilastele – riik toetab koolilõuna maksumust vaid osaliselt, puuduva osa peab aga leidma KOV.
59	est	-1	Kuid kas keegi võiks pingi tagumisest otsas tulevikus põhimeeste sekka kerkida? Raadikust oli juba juttu, piisavalt palju on talle antud võimalusi, ent mees pole neid kasutanud. Timo Eichfuss tõusis mõned aastad tagasi Muhu raketina koduse korvpalli tegijate hulka, kuid viimastel hooaegadel pole areng jätkunud, pigem vastupidi… Kõige loogilisem kerkija võiks olla mängujuht Martin Dorbek, kuid ei saa unustada, et tema kohal on juba ees vennad Sokud.
60	est	-1	VEB Fondi teemaga aastaid tegelenud ajakirjanik Toomas Kümmel kirjutab Postimehe arvamusportaalis, et Siim Kallas jättis oma tänases temaatilises arvamusloos tegelikult olulistele küsimustele vastamata.
61	est	-1	...Saaremaal juhtunud õnnetus 6a poisiga, näitap meie võimekust.....???
62	est	-1	Böhlmann märkis, et ainus takistus kahe riigi vahelisele koostööle on Saksamaa võetud kohustused Euroopa Liidus, kuna osa majandust puudutavaid küsimusi tuleb euroliidus langetada ühiselt.
63	est	-1	"Milliste koerustükkidega filmi- ja laulumees aga poisikesena hakkama sai, et vanaema teda niimoodi karistas? ""Eks ma lõhkusin mõne hinnalise asja ära või ei allunud tema käskudele-keeldudele,"" arvab Volmer. ""Kuid ega ta kogu aeg siis ka nii ei teinud. Tegelikult ma mäletan paari sellist korda ja see nagu kinnistus mu mällu."" Siiski nendib Volmer, et see pole ainuke pimedusehirmu tekkimise põhjus."
64	est	-1	Hakaku hoopis poliitikuks! Vaadake,kuhu Ansip on jõudnud ja Tallinna volikogus on ka üks must,seltsis segasem :-)
65	est	-1	Tõmmaku elevandimaale minema-kellele neid väikseid murjameid siin vaja on kui tööd ei leia.
66	est	-1	Mingit sööklat nägin ainult. Okei, üks kontorilaud oli ka, aga mingit suurt tungi küll ei tekitanud. Meil palju lahedam kontor (:
67	est	-1	Veretöö asjaolud hakkasid ilmnema alles kolmapäeval. Borno osariigi telefonivõrk lülitati välja mais keskpaigas, kui võimud kehtestasid riigi kirdeosas erakorralise seisukorra, et alustada armee suurpealetungi.
68	est	-1	Hispaanias vahistati salakaubanduses kahtlustatav Eesti kodanik
69	est	-1	Umbes kolmandik 200 miljonist töötust maailmas on alla 25 aasta vanad.
70	est	-1	Juulis uppus Eestis kümme inimest, ülejäänud kuudel on uppunute arv olnud oluliselt väiksem. Mais uppus seitse, juunis viis, septembris viis, jaanuaris kaks, veebruaris kaks, märtsis üks ja aprillis samuti üks inimene.
71	est	-1	Samas on aga vähearenenud maapiirkondades tüdrukute koolipääs takistatud traditsioonide ning konservatiivse suhtumise tõttu.
72	est	-1	Samade oskustega töökaaslane sai just sule sappa.
73	est	-1	Sotsiaalminister on hädas. Eesti sotsiaalsüsteem vajab otsustavat reformi. Ideid, kuidas asju muuta, aga ei ole. Ainus mõte on kärpida, kavalusega ja tulevikku vaatamata, kirjutab ajakirjanik Tiina Kangro.
74	est	-1	Ei, ühest küljest oli härra Athol Fugard muidugi geniaalne, et ta just selle tõsiloo välja valis. Paremat ei saa tahtagi. Situatsiooni ahistus sünnitab võimsa pääsemisootuse. See oli see, mis mõjus. Aga see mage tekst! Need poolsuured sõnad ühe vene talumehe suus, see poolfilosoofiline targutus. Aafrika kirjaniku fantaasia Nõukogude Vene oludest Eesti laval. Palju suurema ringiga enam tulla ei saakski. Aga võib-olla oleks see kõik meelest ära läinud, kui sel isemoodi jõhkral ja naljakal mugavusetragöödial oleks olnud vääriline lõpp.
75	est	-1	miinust laduda ple vaja sest seda vois lugeda moni aeg tagasi samast ohtulehest
76	est	-1	Bone suri peaaegu silmapilkselt, Hughes oli natuke kauem elus.
77	est	-1	"vastu kõlab mantra: ""matsid jäävad matsiteks""."
78	est	-1	Lõpuks pean aga tunnistama, et pea suvaline kontsert on natuke parem kui plaadikuulamine. Kas see peab lõpuni paika ka Nokias kitsas ja hapnikuvaeses saalis, pole juba Alice Cooperi probleem.
79	est	-1	Paistab, et Rail Balticu trassi valik Eestis läks kohe algul valesse rööpasse. Algsete lähtekohtade mõtestamisel tehti põhimõtteline viga. Seda käsitleti ainitiselt majandusliku otsustusena. Veel halvem, otsustuse aluseks ei olnud niivõrd Eesti, kuivõrd kusagil eemal asuva majanduse vajadused.
80	est	-1	Välisministeerium edastas teate, milles seisis, et islamiorganisatsiooni al-Shabaab korraldatud rünnakus osales kaks ameeriklast ja üks inglanna.
81	est	-1	Poiss ei ole ainus noor usbekk, kelle elu tänavune puuvillakoristus on nõudnud. Möödunud nädalal jõudis uudistesse teade tudengist, kes Kaškadarjo piirkonnas kohustusliku puuvillakoristuse ajal ühe kaasüliõpilase surnuks pussitas ja veel kolme vigastas. Kuu alguses suri samuti Kaškadarjos puuvillakoristusel olnud tudeng, kes puudutas kogemata pinge all elektrikaablit.
82	est	-1	MIs seal ikka. Võtku abirahade järjekorda. Need muidusööjad ju selleks eesti naistega abielluvadki....
83	est	-1	Kanepi lasi käest suurepärase võimaluse
84	est	-1	Lahendus on põnev ja isegi ehmatav, sest akendest avanevad merevaated mõjuvad ka ise kunstiteostena maalide ja skulptuuride vahel.
85	est	-1	Mulle avanes võimalus Krimmi kodanikuks saada ja mitte üks konn ei köhi!
86	est	-1	«On aeg tunnistada, et probleem on palju sügavam ja haridusküsimusi lahendatakse meil politseiriigi meetoditega,» rõhutas abilinnapea. Kõlvarti sõnul põhineb KaPo laadsete struktuuride töö igas riigis hirmutundel. «Mida rohkem selliseid fakte maha vaikida, seda suurem on hirm. Kutsun kõiki, kellega on selliseid vestlusi läbi viidud, üles need juhtumid avalikustama,» ütles Kõlvart.
87	est	-1	ÜRO nõuab Afganistani tüdrukute õiguste eest seismist, sest selle riigi tütarlastest üle poole sunnitakse abielluma lastena ning kuuendik abiellub enne 15. eluaastat.
88	est	-1	Piraatlusena võib käsitleda ka kirjastuse Steamark poolt 2003. aastal uuesti välja antud Elar Kuusi raamatut «Lugu pöialpoisist, kotkast ja sitikast» (sarjast «Looduse lasteraamat» 1936), sest jälle ei ole keegi teose avaldamise puhul omastelt luba küsinud.
89	est	-1	Vahesaare sõnul on haigestunuid tänaseks 80, mõned neist saavad veel ravi ja mõningad ootavad analüüside vastuseid.
90	est	-1	«Kohus nõustub sellise seisukohaga, sest alkoholi tarvitanuna ei ole süüdimõistetu suuteline ennast talitsema. Ka on tal tasumata rahalisi nõudeid üle 6000 euro ulatuses, mistõttu ei ole välistatud, et kehva majandusliku olukorra tõttu paneb ta toime uue vägivallaga seotud kuriteo,» seisab kohtumääruses.
91	est	-1	Aga on tõsi, et hulk kommentaatoreid ei oska käituda. Ma julgen öelda, et nad käituvad teadlikult nii, nagu ei tohiks. Nad on üldjuhul (palgalised) provokaatorid ja lihtsalt õelad, halvad ja harimatud inimesed. Kusjuures ma väljendan end rõhutatult viisakalt.
92	est	-1	Ansip, sa ei tunne seatust!!!
93	est	-1	Mis pudutab suitukonisi, sis meie naaber neid akna kaudu loobib paremale ja vasakule, täitsa eestlane ja noor mees. Ei usu, et tema tahab kedagi saata Siberisse, tema lihtsalt on oma vanemate(!) kasvatamata laps.
94	est	-1	Piirilinnas Narvas hõõgub nagu tuli tuha all rahulolematus ühiskondliku transpordiga. Harvade väljumistega liinigraafikud ja sagedasti ka ebasobivad marsruudid ei jäta reisijale erilist valikut – parem juba käia jala või mõnikord kasutada taksot.
95	est	-1	Kuigi rünnakud olid teisipäeval New Yorgi piirkonna lehtede esikülgedel, hoidsid New York Times ja tabloid Post sündmust käsitlevad artiklid esiküljest eemal.
96	est	-1	"Raugaeas veel lapsi sigitada. See mees ei olnud sugugi rohkem mõistuse juures kui ta naine. Ostnud sellise ""häärberi,"" mis iga minut kokku kukkumas. Kas tõesti lootis selle üles ehitada? Kohutav , millistes tigimustes lapsed elavad. Ei suutnud uinuda. Mõtlesin, et miks nendele lastele ei ehitatud ka normaalset kööki ja veel tähtsam, vannituba?"
97	est	-1	Enamasti askeldatakse, räägitakse lobajuttu ning vigisetakse argipäevas. Mõni rabab kolmel kohal korraga, vaba aeg möödub teleka ees, kerge seks lahutab ka meelt ja ongi kõik. Kas ikka on?
98	est	-1	Ometi oli aga minu jaoks pisut üllatav reaktsioonide ägedus. Kõige ägedamad reaktsioonid tulid loomulikult nende poolt, keda manifest puudutas negatiivselt.
99	est	-1	Teistest parem olemine ja rohkem pingutamine pole tähtis mitte ainult õpingutes ja esimesel-teisel töökohal, vaid kogu 55 aktiivse tööaasta jooksul. Meditsiini arenedes ja tööjõupuuduse olukorras peab noor põlvkond arvestama, et enne pensipõlve on vaja rõõmsa toimekusega sisustada rohkem tööaastaid kui tänapäeva ühiskonnas. 75-aastased töötajad on 50 aasta pärast norm, mitte erand.
100	est	-1	Pressikonverentsil pisaratega võideldes tõi Baruto karjääri lõpe­tamise põhjusena välja vigastatud vasaku põlve, mis kuidagi ei paranevat. Enne sügisest suurt sumoturniiri langes Baruto kõrgemast sumoliigast makuuchi’st madalamasse juryo liigasse. (Kõrgemast sumoliigast kukkumine on otseselt seotud kevadise sumoturniiri katkestamise ning juulikuisest Nagoya turniirist kõrvalejäämisega.)
101	est	-1	kõik ta armukesed on ühte nägu
102	est	-1	Ajakirjanikuna ei saa ma politseile soovitada peksasaamise mahavaikimist, aga maksumaksja ja kodanikuna on tunne, et vähemalt piinlikud eneseõigustused oleksid võinud ära jääda.
103	est	-1	Kella 7.38 ajal toimus liiklusõnnetus Harjumaal Saku vallas Kanama-Üksnurme tee 2. kilomeetril, kus mopeed Aprillia, mida juhtis 35-aastane Kõu, kaotas juhitavuse ja sõitis teelt välja kraavi. Mopeedijuht, kes esialgsetel andmetel kandis kaitsekiivrit, toimetati Põhja-Eesti Regionaalhaiglasse.
104	est	-1	Kahevahel olija on kõige raskemas seisus, identiteedikriis on hirmus asi. Kuna eestlane ei tea, kas ta on päris «valge» või «hall», on tema vastav värvimeel teravustunud nagu kõikidel marginaalidel.
105	est	-1	Ometi ei saavutata tulemusi uksi paugutades. Küll aga annab see mõneaastase ajavahemiku jooksul, mis jääb valimiste vahele, piisavalt pinnast poliitiliseks eduks neile, kes ütlevad end teadvat teed kergete lahenduste ja hõlpsa eluni. Nii võib Euroopa end kunagi jälle kalli hinnaga rusudest üles ehitamas leida. Peaksime olema ajaloost nii palju õppinud, et osata seda vältida.
106	est	-1	Institutsionaalse akrediteerimise üks suurimaid väljakutseid oli põhjendada väljakujunenud hariduskeskustest (Tallinn ja Tartu) eemal asuvate SKA õppeüksuste jätkusuutlikkust. 2010. ja 2011. aasta õppejõudude valimised näitasid, et kuni 30 protsenti turu keskmisest kõrgema palga ning tasuta elamispinna lubamine ei toonud regionaalsete keskuste õppejõudude kohtadele konkurssi. Tallinnas ja Murastes oli seevastu reaalne konkurss (2,2 kohale).
107	est	-1	Et olgu lapsed ilma rahata? Kas oled kesik või helme rasvaliitlane? Kuidas saab üldse nii väiklane olla?
108	est	-1	"Hetkel, mil meespeaosa Oscari võitja välja kuulutati, nägi kogu maailm DiCapriot, kes teleekraanil pisaraid vaevu tagasi hoidis. Kohe täitus ka kogu maailma sotsiaalmeedia DiCapriole kaasatundvate hüüatustega: ""Vaene Leo!"""
109	est	-1	Üheksa päeva aresti määrati 41-aastasele mehele, kes laupäeval kella 10.51 ajal juhtis joobnuna Imavere-Viljandi-Karksi-Nuia maanteel sõidukit Opel Astra, teatas Lõuna prefektuur.
110	est	-1	Võib ka nii öelda. Elasin lähedaste armust. Tarbisin ainult hädapärast, st sööki. Ja napsi vahel ka. Mulle pole palju vaja. Ma ei oskagi rahaga ümber käia. Mul on vaese inimese kompleks: kui raha saan, laristan kohe ära. (Naerab.)
111	est	-1	Süüdistuse järgi tungisid mehed 2004. aastal ööl vastu 4. oktoobrit Viljandi kesklinnas kallale toona 17-aastasele neiule, tirisid ohvri ühe maja hoovi ja vägistasid ta seal. Pärast vägistamist talutas Maisalu neiu Viljandist välja ja lükkas ta linna lähedal ojja.
112	est	-1	«Kahtluse korral palume helistada mupo infonumbril 14410 ja võimalikult täpselt kirjeldada kahtlusalust autot, ütelda sõiduki registrinumber ning asukoht,» ütles Rand.
113	est	-1	Põhimõtteliselt nõustun BB-ga, kuid ainult teatud osas. Esiteks sooviksin ma teada saada tema arstide nimesid, kes teadsid tema haigusest, kliinikuid, kus ta oli ravil, röntgenpilte oma kasvajast jt. ning alles siis muutub tema jutt mulle usutavaks. Imelisi tervenemisi on alati olnud, iseasi mis on selle tervenemise põhjuseks. Kui nüüd seesama tädi tahab öelda, et oma mõttejõuga parandame kõik oma haigused ära, siis ta jätab jälle mainimata, et kõik ei oma tugevat mõttejõudu. Tädi ise ole varem uinamuinnaga tegelenud, kuid vaatamata sellele haigeks jäänud. Kuid kui nüüd meie new-eidzlased hakkavad ennast mõttejõuga vähki tervendama, siis ma võin ette kujutada, mis sellest välja tuleb. Isegi suur jumalamees Sai Baba ei saanud oma haigusest jagu, vaid igast ilmakaarest käisid tervendajad tema juures. Kuhu see tema positiivne mõttejõud siis kadus? Haiguse põhjuseks oli järelikult tema negatiivne mõtlemine ja emotsioonid? Haloo, tulge mõistusele.
114	est	-1	kui loll peab inimene olema, et seda poliitvangerdust uskuma jääda...
115	est	-1	Tartu Ülikooli emeriitprofessori Tiit-Rein Viitso rõhutab, et sõna 'maismaapiir' tohivad ka juristid ning riigikogu kasutada ainuüksi maismaal paiknevat piiri silmas pidades, mitte selle tähendust moonutades.
116	est	-1	Põhja-Tallinna linnaosa ei ole pidanud võimalikuks siiani talle isegi lasteaiakohta võimaldada. Põhja-Tallinna linnaosa pole suutnud talle piisavalt süüagi anda. Põhja-Talllinna linnaosa valitsus peab hakkama võtma vastutust, iga linnaosa valitsuse liige peab hakkama võtma vastutust.
117	est	-1	Norra koondise peatreener Egil Kristiansen lisas, et lähipäevad peab Steira siiski rahus veetma, sest vigastused ei luba tal trenni teha.
118	est	-1	Ema oli esimesi päevi diakooniahaiglas, kui mina teda vaatama sõitsin. Vend käis iga päev, sest süda palus nii ja ema ju ootas. Hinges oli ärevus ja südames valu, sest armsa lähedase haigus ja teadmatus sellest, kui palju on veel elupäevi antud, teevad väga nõrgaks, tundlikuks ja segavad kõik piirid reaalsuse, imede ning uskumatute lootuste maailma vahel. Hirm oli, et mis küll saab ja kuidas tal seal läheb.
119	est	-1	Kas vene memmed tantsisid nii nagu Tanja, et oli oht puus mõnel murda? Või see kahel jalal tammumine tekitas ka juba puusamurdmisohtu?
120	est	-1	Elanike tahtmatus vanu rõduklaase maha võtta oli korteriühistule üllatuseks. «Need korteriomanikud, kelle rõdude remont on juba tehtud, täitsid oma kohustusi vastu vaidlemata. Tasapisi võtavad ka teised vanu rõduklaase- ja raame maha. Aga see, et mõni hakkab vastu, ei ole ühistu probleem. Renoveerimisotsus tehti üldkoosolekul ja linnavalitsuses kinnitatud projekti me eirata ei saa,» märkis Ljudmila.
121	est	-1	«Lapsabieludeks saab lugeda kõik abielud, mis on sõlmitud tüdruku enne 18-aastaseks saamist. Alaealised lapsed ei ole võimelised enda õlule võtma abielu kohustusi ning ei ole kehaliselt küpsed laste sünnitamiseks,» seisab raportis.
122	est	-1	Sina vist oled endale alkoga juba liiga teinud...
123	est	-1	Usuringkonnad soovivad rahvaloendusest saadud tulemustele omistada erinevat sisu vastavalt endi kontseptsioonile, kritiseerib loenduse metoodikajuht Ene-Margit Tiit Postimehe arvamusportaalis loenduse kriitikuid.
124	est	-1	Nimelt tunnistas lauljatari ema Dina, et jõi tütrega koos veini ja leidis pärast seda Lindsay korterist veinipudeli.
125	est	-1	kuule, ära palun KARJU siin, mul juba kõrvad lukus...
